Platform,SPN,User Display Name,Display Types,TIME,Event,Config,Dependency,Access Level (Wintrac),Unit of Measurement,Event log when alarm code(s) set,Event Log When Parameter Changes?,Auto Log at Power ON?,Auto Log at Noon (12:05 PM)?,Additional Reqs,Documentation Notes,Access Level (WinTrac)
Railblazer,0x0105,Active Rectifier DC Current,Graph and Table,TRUE,FALSE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI,
Navigator,0x0105,Active Rectifier DC Current,Graph and Table,True,FALSE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI,Technician
AMT,0x0106,Active Rectifier DC Voltage,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,False,False,,Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.,
Railblazer,0x0106,Active Rectifier DC Voltage,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set. Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.,,
Navigator,0x0106,Active Rectifier DC Voltage,Table Only,False,TRUE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set. Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.,,Technician
AMT,0x0108,Active Rectifier Motor Temperature,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,False,False,,,
Railblazer,0x0108,Active Rectifier Motor Temperature,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,
Navigator,0x0108,Active Rectifier Motor Temperature,Table Only,False,TRUE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,Technician
Navigator,0x0109,ACR Board Temperature 1,Table Only,False,TRUE,FALSE,No Dependency,,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,Technician
AMT,0x0109,ACR Board Temperature 1,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,,
Railblazer,0x0109,ACR Board Temperature 1,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,
AMT,0x010A,ACR Board Temperature 2,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,,
Railblazer,0x010A,ACR Board Temperature 2,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,
Navigator,0x010A,ACR Board Temperature 2,Table Only,False,TRUE,FALSE,No Dependency,,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,Technician
Railblazer,0x010C,ACR Generator LL AC RMS Voltage,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,
Navigator,0x010C,ACR Generator LL AC RMS Voltage,Table Only,False,TRUE,FALSE,No Dependency,,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,Technician
AMT,0x010C,ACR Generator LL AC RMS Voltage,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,,
Navigator,0x010D,ACR Generator LN AC RMS Voltage,Table Only,False,TRUE,FALSE,No Dependency,,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,Technician
AMT,0x010D,ACR Generator LN AC RMS Voltage,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,,
Railblazer,0x010D,ACR Generator LN AC RMS Voltage,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,
AMT,0x010F,ACR Generator AC RMS Current,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,,
Navigator,0x010F,ACR Generator AC RMS Current,Table Only,False,TRUE,FALSE,No Dependency,,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,Technician
Railblazer,0x010F,ACR Generator AC RMS Current,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Log when applicable alarm code is set,,
Navigator,0x0116,DCDC 48V Voltage,Graph and Table,True,FALSE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.,Technician
AMT,0x0116,DCDC 48V Voltage,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Voltage (V),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,False,False,,Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.,
Railblazer,0x0116,DCDC 48V Voltage,Graph and Table,TRUE,FALSE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.,
Railblazer,0x0117,DCDC 48V Current,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI. Event Log only when applicable alarm code is set.,,
AMT,0x0117,DCDC 48V Current,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,False,False,,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI.,
Navigator,0x0117,DCDC 48V Current,Table Only,False,TRUE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI. Event Log only when applicable alarm code is set.,,Technician
Navigator,0x0118,DCDC 12V Voltage,Graph and Table,True,FALSE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,,Technician
Railblazer,0x0118,DCDC 12V Voltage,Graph and Table,TRUE,FALSE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,,
AMT,0x0118,DCDC 12V Voltage,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Voltage (V),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",False,False,False,,,
Navigator,0x0119,DCDC 12V Current,Graph and Table,True,FALSE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,,Technician
Railblazer,0x0119,DCDC 12V Current,Graph and Table,TRUE,FALSE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,,,
AMT,0x0119,DCDC 12V Current,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Currents (A),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",False,False,False,,,
Navigator,0x0120,Battery Temperature,Table Only,False,TRUE,FALSE,No Dependency,,,"61, 159, 265",True,False,False,Log when applicable alarm code is set OR Log whenever BATTERYSTATE (0xA054) changes.,,Technician
AMT,0x0120,Battery Temperature,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"17, 20, 61, 159, 265, 522",False,False,True,Event log whenever BATTERYSTATE<0xA054> changes.,,
Railblazer,0x0120,Battery Temperature,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"763, 61, 159, 265, 522",True,False,False,Log when applicable alarm code is set OR whenever BATTERYSTATE<0xA054> changes.,"P.Carr 21st July 23 - removing alarms 17 and 20 from event log list, and replacing with alarm 763.",
Railblazer,0x0121,DCDC Operation State,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,False,False,,"P.Carr 21st July 23: since RB does not support alarm code 520, removed alarm code 520 from event log alarms list",
AMT,0x0121,DCDC Operation State,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",True,False,False,,,
Navigator,0x012D,Engine RPM,Graph and Table,True,FALSE,FALSE,Engine = MECHANICAL,,,"7, 33, 48",False,False,False,,,Technician
DEET,0x012F,System Operating Mode,Table Only,True,FALSE,FALSE,No Dependency,User,,217:24; 13:26; 13:32;,False,False,False,,,
Navigator,0x012F,System Operating Mode,Table Only,True,FALSE,FALSE,No Dependency,,,"21, 22, 23, 24, 26, 32",False,False,False,,,User
Railblazer,0x012F,System Operating Mode,Table Only,TRUE,FALSE,FALSE,No Dependency,User,,"21, 22, 23, 24, 26, 32",False,False,False,,,
Railblazer,0x0130,System Control Constraint State,Table Only,TRUE,FALSE,FALSE,No Dependency,Engineering,,"21, 22, 23, 24, 26, 32",False,False,False,Log Enumeration only - not descriptor,,
AMT,0x0130,System Control Constraint State,Table Only,True,FALSE,FALSE,No Dependency,Technician,,"21, 22, 23, 24, 26, 32",False,False,False,,,
Navigator,0x0130,System Control Constraint State,Table Only,True,FALSE,FALSE,No Dependency,,,"21, 22, 23, 24, 26, 32",False,False,False,Log Enumeration only - not descriptor,,Engineering
Railblazer,0x0131,Defrost Controlling Sensor,Table Only,False,TRUE,FALSE,No Dependency,Technician,,,True,False,False,Event log whenever state changes,,
Navigator,0x0131,Defrost Controlling Sensor,Table Only,False,TRUE,FALSE,No Dependency,,,,True,False,False,Event log whenever state changes,,Technician
AMT,0x0131,Defrost Controlling Sensor - Zone 1,Table Only,False,TRUE,FALSE,No Dependency,Technician,,,True,False,False,,,
Railblazer,0x0132,Defrost Termination Method,Table Only,False,TRUE,FALSE,No Dependency,Technician,,,False,False,False,Event log after defrost termination,,
Navigator,0x0132,Defrost Termination Method,Table Only,False,TRUE,FALSE,No Dependency,,,,False,False,False,Event log after defrost termination,,Technician
AMT,0x0132,Defrost Termination Method - Zone 1,Table Only,False,TRUE,FALSE,No Dependency,Technician,,,False,False,False,Event log after defrost completion (defrost complete when DefrostFraction<0x0154> = 1 ),,
Navigator,0x0133,Engine Run Hours,Table Only,False,TRUE,FALSE,Engine Type = ECO or Mechanical,,,"64, 128, 129",False,False,True,Event log conditions: log each day at 12:05 (midday) if control system is on.,"Service team desire to also power hours at log up, but no more than once per day - future request

DB - 16th Jan2023 - Updated dependancy column from ""No Dependancy"" to ""Engine Type = ECO or Mechanical"" for PL3 & ELENA",Technician
AMT,0x0133,Engine Run Hours,Table Only,False,TRUE,FALSE,Engine = ECO GOV,Technician,,"64, 128, 129",False,False,True,,"Service team desire to also power hours at log up, but no more than once per day - future request

P.Carr 4th Jan 24 - adding dependency to ensure parameter is not logged for ELENA MT unit models",
Railblazer,0x0133,Engine Run Hours,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"64, 128, 129",False,False,True,Event log conditions: log each day at 12:05 (midday) if control system is on.,"Service team desire to also power hours at log up, but no more than once per day - future request",
DEET,0x0133,Engine Run Hours,Table Only,False,TRUE,FALSE,No Dependency,Technician,,26:64; 26:128; 26:129,False,False,True,Event log conditions: log each day at 12:05 (midday) if control system is on.,"Service team desire to also power hours at log up, but no more than once per day - future request",
Navigator,0x0134,Motor Run Hours,Table Only,False,TRUE,FALSE,No Dependency,,,"64, 130, 131",False,False,True,Event log conditions: log each day at 12:05 (midday) if control system is on.,"Service team desire to also power hours at log up, but no more than once per day - future request",Technician
AMT,0x0134,Motor Run Hours,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"64, 130, 131",NO,False,True,,"Service team desire to also power hours at log up, but no more than once per day - future request",
Railblazer,0x0134,Motor Run Hours,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"64, 130, 131",False,False,True,Event log conditions: log each day at 12:05 (midday) if control system is on.,"Service team desire to also power hours at log up, but no more than once per day - future request",
DEET,0x0135,Total Run Hours (Total Compressor Run Hours - for DEET),Table Only,False,TRUE,FALSE,No Dependency,Technician,,26:64; 26:132; 26:133,False,False,True,Event log conditions: log each day at 12:05 (midday) if control system is on.,"Service team desire to also power hours at log up, but no more than once per day - future request

Note:  On DEET, this refers to total compressor run hours",
AMT,0x0135,Total Run Hours,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"64, 132, 133",False,False,True,,"Service team desire to also power hours at log up, but no more than once per day - future request",
Navigator,0x0135,Total Run Hours,Table Only,False,TRUE,FALSE,No Dependency,,,"64, 132, 133",False,False,True,Event log conditions: log each day at 12:05 (midday) if control system is on.,"Service team desire to also power hours at log up, but no more than once per day - future request",Technician
Railblazer,0x0135,Total Run Hours,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"64, 132, 133",False,False,True,Event log conditions: log each day at 12:05 (midday) if control system is on.,"Service team desire to also power hours at log up, but no more than once per day - future request",
AMT,0x0155,Control Mode,Table Only,False,TRUE,FALSE,No Dependency,Technician,,,True,False,False,,,
Railblazer,0x0155,Control Mode,Table Only,False,TRUE,FALSE,No Dependency,Technician,,,False,False,False,,,
Navigator,0x016F,Calculated Power,Table Only,True,FALSE,FALSE,No Dependency,,,,False,False,False,,,Engineering
AMT,0x016F,Calculated Power,Table Only,True,FALSE,FALSE,No Dependency,Technician,,,False,False,False,,,
Railblazer,0x016F,Calculated Power,Table Only,TRUE,FALSE,FALSE,No Dependency,Engineering,,,False,False,False,,,
DEET,0x0176,Temperature Control Mode,Table Only,True,FALSE,FALSE,No Dependency,Technician,,217:24; 13:26; 13:32;,False,False,False,,,
Navigator,0x0176,Temperature Control Mode,Table Only,True,FALSE,FALSE,No Dependency,,,"21, 22, 23, 24, 26, 32",False,False,False,,,Technician
Nebula-Galaxy,0x0177,HMI Mode Selection,Table Only,False,TRUE,FALSE,No Dependency,Technician,,,False,False,False,,,
Railblazer,0x017B,DCDC Operation Command,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",True,False,False,Event log whenever state changes or applicable alarm code is set.,,
AMT,0x017B,DCDC Operation Command,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",True,False,False,,,
Navigator,0x017B,DCDC Operation Command,Table Only,False,TRUE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",True,False,False,Event log whenever state changes or applicable alarm code is set.,,Technician
Railblazer,0x017D,Engine Operating State,Table Only,False,TRUE,FALSE,No Dependency,Engineering,,"763, 63",True,False,False,Event log whenever state changes or applicable alarm code is set.,"P.Carr 21st July 23 - removing alarms 17 and 20 from event log list, and replacing with alarm 763.",
AMT,0x017D,Engine State,Table Only,False,TRUE,FALSE,Engine = ECO GOV,Technician,,"17, 20, 63",True,False,False,,P.Carr 4th Jan 24 - adding dependency to ensure parameter is not logged for ELENA MT unit models,
Navigator,0x017D,Engine Operating State,Table Only,False,TRUE,FALSE,No Dependency,,,"17, 20, 63",True,False,False,Event log whenever state changes or applicable alarm code is set.,,Engineering
AMT,0x017E,Electric Motor State,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"36, 90, 266",True,False,False,,,
Navigator,0x017E,Electric Motor State,Table Only,False,TRUE,FALSE,No Dependency,,,"36, 90, 266",True,False,False,Event log whenever state changes or applicable alarm code is set.,,Engineering
Railblazer,0x017E,Electric Motor State,Table Only,False,TRUE,FALSE,No Dependency,Engineering,,"36, 90, 266",True,False,False,Event log whenever state changes or applicable alarm code is set.,,
AMT,0x017F,Drive State,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"17, 20, 36, 63, 90, 266",True,False,False,,,
Navigator,0x017F,Drive Operating State,Table Only,False,TRUE,FALSE,No Dependency,,,"17, 20, 63",True,False,False,"Log Enumeration only - not descriptor , Event log whenever state changes or applicable alarm code is set.",,Engineering
Railblazer,0x017F,Drive Operating State,Table Only,False,TRUE,FALSE,No Dependency,Engineering,,"763, 63",True,False,False,"Log Enumeration only - not descriptor , Event log whenever state changes or applicable alarm code is set.","P.Carr 21st July 23 - removing alarms 17 and 20 from event log list, and replacing with alarm 763.",
DEET,0x017F,Drive Operating State,Table Only,False,TRUE,FALSE,No Dependency,Engineering,,102:63,True,False,False,"Log Enumeration only - not descriptor , Event log whenever state changes or applicable alarm code is set.",,
Navigator,0x0180,Drive Selection,Table Only,True,TRUE,FALSE,No Dependency,,,66,True,False,False,Event log whenever state changes or applicable alarm code is set.,,User
AMT,0x0180,Drive Selection,Table Only,True,TRUE,FALSE,No Dependency,User,,66,True,False,False,,,
Railblazer,0x0180,Drive Selection,Table Only,TRUE,TRUE,FALSE,No Dependency,User,,66,True,False,False,Event log whenever state changes or applicable alarm code is set.,,
Navigator,0x0181,Speed Request,Graph (stepped) and Table (continuous columns),True,FALSE,FALSE,No Dependency,,,33,False,False,False,,,Technician
Navigator,0x0182,Fuel Level (bluebox),Table Only,True,FALSE,FALSE,Fuel Level Sensor Type = Solid State or Float,,,"44, 96, 98",False,False,False,"Log to nearest 0.1% increment if possible, if not then nearest 1% increment",Bluebox to MAC fuel level,Technician
AMT,0x0182,Fuel Level,Table Only,True,FALSE,FALSE,"FuelLvlSensConfig<0xF89B> is NOT ""NONE<0>""",Technician,,"44, 96, 98, 63",False,False,False,"Log to nearest 0.1% increment if possible, if not then nearest 1% increment",Bluebox to MAC fuel level,
DEET,0x0182,Fuel Level (bluebox),Table Only,True,FALSE,FALSE,Fuel Level Sensor Type = Solid State or Float,Technician,,24:44; 24:96; 24:98,False,False,False,"Log to nearest 0.1% increment if possible, if not then nearest 1% increment",Bluebox to MAC fuel level,
Railblazer,0x0182,Fuel Level (TKv5),Table Only,TRUE,FALSE,FALSE,Fuel Level Sensor Type = Solid State or Float,Technician,,"44, 96, 98",False,False,False,"Log to nearest 0.1% increment if possible, if not then nearest 1% increment",Bluebox to MAC fuel level,
Nebula-Galaxy,0x0183,Door Status,Table Only,False,TRUE,FALSE,DoorSwitchConfigured<0xF89C> = ENABLE<1>,User,,108,True,False,False,Event log: log door status at start sequence and thereafter whenever door status changes,,
AMT,0x0183,Door Status - Zone 1,Table Only,False,TRUE,FALSE,DoorSwitchConfigured<0xF89C> = ENABLE<1>,User,,108,True,True,False,,,
Navigator,0x0183,Door 1,Table Only,False,TRUE,FALSE,{ SPN: DRSWC - Compartment Door Switch} configuration = Enabled,,,108,True,False,False,Event log: log door status at start sequence and thereafter whenever door status changes,,User
Nebula-Galaxy,0x0183,Door Status Zone 1,Table Only,False,TRUE,FALSE,DoorSwitchConfigured<0xF89C> = ENABLE<1>,User,,108,True,False,False,Event log: log door status at start sequence and thereafter whenever door status changes,,
Railblazer,0x0183,Door 1,Table Only,False,TRUE,FALSE,{ SPN: DRSWC - Compartment Door Switch} configuration = Enabled,User,,108,True,False,False,Event log: log door status at start sequence and thereafter whenever door status changes,,
AMT,0x0184,Door Status - Zone 2,Table Only,False,TRUE,FALSE,DoorSwitchConfiguredZ2<0xFA35> = ENABLE<1>,User,,108,True,True,False,,,
Nebula-Galaxy,0x0184,Door Status Zone 2,Table Only,False,TRUE,FALSE,DoorSwitchConfigured<0xFA35> = ENABLE<1>,User,,108,True,False,False,Event log: log door status at start sequence and thereafter whenever door status changes,,
AMT,0x0185,Door Status - Zone 3,Table Only,False,TRUE,FALSE,DoorSwitchConfiguredZ3<0xFB83> = ENABLE<1>,User,,108,True,True,False,,,
DEET,0x0185,Door 3,Table Only,False,TRUE,FALSE,No Dependency,User,,20:108,True,False,False,Event log: log door status at start sequence and thereafter whenever door status changes,,
"DEET, Railblazer",0x0186,Unit Serial Number,Table Only,False,TRUE,FALSE,No Dependency,Technician,,,True,False,False,Event log whenever Unit Serial Number changes,,
Navigator,0x0186,Unit Serial Number,Table Only,False,TRUE,FALSE,No Dependency,,,,True,False,False,Event log whenever Unit Serial Number changes,,Technician
Nebula-Galaxy,0x0186,Unit Serial Number,Header,False,TRUE,TRUE,No Dependency,Technician,,,False,False,False,,,
AMT,0x018A,DCDC AC Firmware PN First,Table Only,False,TRUE,FALSE,No Dependency,Technician,,111,False,False,False,,,
AMT,0x018B,DCDC AC Firmware PN Last,Table Only,False,TRUE,FALSE,No Dependency,Technician,,111,False,False,False,,,
AMT,0x0192,Battery Operating State,Table Only,False,TRUE,FALSE,No Dependency,Technician,,"61, 159",True,False,False,,,
Railblazer,0x0192,Battery Operating State,Table Only,False,TRUE,FALSE,No Dependency,Engineering,,"61, 159",True,False,False,Event log whenever state changes or applicable alarm code is set.,,
Navigator,0x0192,Battery Operating State,Table Only,False,TRUE,FALSE,No Dependency,,,"61, 159",True,False,False,Event log whenever state changes or applicable alarm code is set.,,Engineering
Navigator,0x0196,Condenser Fan 2 (Left),Graph and Table,True,TRUE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Event log only when applicable alarm code is set,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",Technician
Railblazer,0x0196,Condenser Left Fan Feedback,Graph and Table,TRUE,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Event log only when applicable alarm code is set,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",
AMT,0x0196,Condenser Left Fan Feedback,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Frequencies (RPM),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,False,False,,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",
Navigator,0x0197,Condenser Fan 1 (Right),Graph and Table,True,TRUE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Event log only when applicable alarm code is set,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",Technician
AMT,0x0197,Condenser Right Fan Feedback,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Frequencies (RPM),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,False,False,,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",
Railblazer,0x0197,Condenser Right Fan Feedback,Graph and Table,TRUE,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Event log only when applicable alarm code is set,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",
AMT,0x0198,Evaporator Left Fan Feedback - Zone 1,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Frequencies (RPM),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,False,False,,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",
Railblazer,0x0198,Evaporator Fan 2 (Left),Graph and Table,TRUE,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Event log only when applicable alarm code is set,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",
Navigator,0x0198,Evaporator Fan 2 (Left),Graph and Table,True,TRUE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Event log only when applicable alarm code is set,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",Technician
Navigator,0x0199,Evaporator Fan 1 (Right),Graph and Table,True,TRUE,FALSE,No Dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Event log only when applicable alarm code is set,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",Technician
AMT,0x0199,Evaporator Right Fan Feedback - Zone 1,Graph and Table,True,FALSE,FALSE,No Dependency,Technician,Frequencies (RPM),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,False,False,,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",
Railblazer,0x0199,Evaporator Fan 1 (Right),Graph and Table,TRUE,TRUE,FALSE,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,False,False,Event log only when applicable alarm code is set,"PC 13th Nov 20: changed ""ST Name"" to correct nomenclature as requested by field team. System requirement #298, FRACAS TBC",
DEET,0x0200,Roadside Condenser Fan Motor,Table Only,True,FALSE,FALSE,No Dependency,User,,11:18; 102:604; 102:704; 2:10; 42:10,False,False,False,,,
Nebula-Galaxy,0x0200,Auxiliary Heater Contactor Output Zone 2,Table Only,True,FALSE,FALSE,No Dependency,Technician,,317,False,False,False,"When the high voltage is active in the unit, the Synergy will give 12V to this auxiliary circuit",,
Nebula-Galaxy,0x0201,Auxiliary Heater Contactor Output Zone 1,Table Only,True,FALSE,FALSE,No Dependency,Technician,,317,False,False,False,"When the high voltage is active in the unit, the Synergy will give 12V to this auxiliary circuit",,
DEET,0x0201,Curbside Condenser Fan Motor,Table Only,True,FALSE,FALSE,No Dependency,User,,11:18; 102:604; 102:704; 2:10; 42:10,False,False,False,,,
