Platform,SPN,User Display Name,Display Types,TIME,Event,Config,Dependency,Access Level (Wintrac),Unit of Measurement,Event log when alarm code(s) set,Event Log When Parameter Changes?,Auto Log at Power ON?,Auto Log at Noon (12:05 PM)?,Additional Reqs,Documentation Notes,Access Level (WinTrac)
Nebula-Galaxy,0xF9EE,Discharge Control Active Recovery,Table Only,FALSE,1,0,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
AMT,0xFA01,Zone 1 ON/OFF Status,Table Only,FALSE,1,0,No Dependency,User,,,TRUE,FALSE,FALSE,,,
AMT,0xFA02,Zone 2 ON/OFF Status,Table Only,FALSE,1,0,ZoneConfiguration<0xF824> is greater than 1,User,,,TRUE,FALSE,FALSE,,,
AMT,0xFA35,Door Switch Configuration - Zone 2,Table Only,FALSE,1,0,No Dependency,User,,108,TRUE,FALSE,FALSE,,,
Nebula-Galaxy,0xFAF0,User Max Compressor Speed,Table and Graph,TRUE,0,0,No Dependency,Technician,,,FALSE,FALSE,FALSE,,,
AMT,0xFB69,Zone 3 ON/OFF Status,Table Only,FALSE,1,0,ZoneConfiguration<0xF824> is greater than 2,User,,,TRUE,FALSE,FALSE,,,
AMT,0xFB6A,Remote Evap. Type - Zone 3,Table Only,FALSE,1,0,ZoneConfiguration<0xF824> is greater than 2,Technician,,"52, 67, 110, 112, 143",TRUE,FALSE,FALSE,,,
AMT,0xFB6C,Setpoint - Zone 3,Graph (stepped) and Table (continuous columns),TRUE,0,0,ZoneConfiguration<0xF824> is greater than 2,User,"Temperatures (◦C/◦F )
MT Zone 3",127,FALSE,FALSE,FALSE,,,
AMT,0xFB83,Door Switch Configuration - Zone 3,Table Only,FALSE,1,0,No Dependency,User,,108,TRUE,FALSE,FALSE,,,
Nebula-Galaxy,0xFBC9,Chassis Configuration,Table Only,FALSE,0,0,No Dependency,Technician,,,FALSE,TRUE,FALSE,,,
Nebula-Galaxy,0xFBCA,Chassis Voltage,Table Only,FALSE,0,0,No Dependency,Technician,Voltage (V),111,FALSE,TRUE,FALSE,,,
Navigator,????,Start of Trip,Table Only,FALSE,1,0,No Dependency,,,,FALSE,FALSE,FALSE,Log event if SOT (start of trip) slected,,User
Railblazer,No,Engine Break-In Request,Table Only,FALSE ,1,0,No Dependency,Technician,,Not available,FALSE,FALSE,FALSE,,,
Railblazer,No,"Can the current for the ""TouchLog"" channel be logged? This was pin HPM J7-8, and we are opening it up for more broad customer use",,,,,,,,,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,TBD,Zone 1 Total Temperature Control Protection Hours,Table and Graph,FALSE,0,0,No Dependency,Technician,,,FALSE,FALSE,TRUE,,,
Nebula-Galaxy,TBD,Damper Solenoid Current Drawn,Table and Graph,TRUE,0,0,No Dependency,Technician,,TBD,FALSE,FALSE,FALSE,,,
Nebula-Galaxy,TBD,Zone 2 Total Temperature Control Protection Hours,Table and Graph,FALSE,0,0,No Dependency,Technician,,,FALSE,FALSE,TRUE,,,
Nebula-Galaxy,TBD,Pull Down Time Remaining Zone 2,Table and Graph,TRUE,0,0,No Dependency,Technician,,TBD,FALSE,FALSE,FALSE,,,
DEET,n/a - model,Engine Break-In Request,Table Only,FALSE,1,0,No Dependency,Technician,,,FALSE,FALSE,FALSE,Log event when engine break-in is entered or exited,,
DEET,,Engine Break-In Time Completed,Table Only,FALSE,1,0,No Dependency,Technician,,,FALSE,FALSE,FALSE,Log completed time when event log for Engine Break-in Status (0x0548) occurs.,,
DEET,,Flashload Event and Source,Table Only,FALSE,1,0,No Dependency,User,,Flashload,FALSE,FALSE,FALSE,"The Service Watch log shall indicate that a flashload has occurred and also log the source of the flashload.
Flashload via USB = Source: USB FLASH DRIVE
Flashload via Service Tool = Source: WINTRAC
Flashload via FLOTA = Source: TK TELEMATICS",JR 8/5/2021 - updated to add the source of the flashload to be logged in SW,
