Platform,SPN,User Display Name,Display Types,TIME,Event,Config,Dependency,Access Level (Wintrac),Unit of Measurement,Event log when alarm code(s) set,Event Log When Parameter Changes?,Auto Log at Power ON?,Auto Log at Noon (12:05 PM)?,Additional Reqs,Documentation Notes,Access Level (WinTrac)
Navigator,0x00fc,ecu speed sensor error,table only,FALSE,TRUE,FALSE,engine = eco gov,,,7,FALSE,FALSE,FALSE,event log whenever alarm code 7 is set,,technician
Navigator,0x0105,active rectifier dc current,table and graph,TRUE,FALSE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,active rectifier current is the total dc bus current. dcdc current is only that consumed by the dcdc. eng. team do not require timed logging of dcdc48vmsri,technician
Railblazer,0x0105,active rectifier dc current,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,active rectifier current is the total dc bus current. dcdc current is only that consumed by the dcdc. eng. team do not require timed logging of dcdc48vmsri,
AMT,0x0105,active rectifier dc current,table and graph,TRUE,FALSE,FALSE,no dependency,technician,currents (a),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",FALSE,FALSE,FALSE,,active rectifier current is the total dc bus current. dcdc current is only that consumed by the dcdc. eng. team do not require timed logging of dcdc48vmsri,
Railblazer,0x0106,active rectifier dc voltage,table only,FALSE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set. graphing either acrdcvolt or dcdc48vmsrv will give the same (or very similar) voltage measurement.,,
AMT,0x0106,active rectifier dc voltage,table only,FALSE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",FALSE,FALSE,FALSE,,graphing either acrdcvolt or dcdc48vmsrv will give the same (or very similar) voltage measurement.,
Navigator,0x0106,active rectifier dc voltage,table only,FALSE,TRUE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set. graphing either acrdcvolt or dcdc48vmsrv will give the same (or very similar) voltage measurement.,,technician
Navigator,0x0108,active rectifier motor temperature,table only,FALSE,TRUE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,technician
Railblazer,0x0108,active rectifier motor temperature,table only,FALSE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,
AMT,0x0108,active rectifier motor temperature,table only,FALSE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",FALSE,FALSE,FALSE,,,
AMT,0x0109,acr board temperature 1,table only,FALSE,TRUE,FALSE,no dependency,technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,
Navigator,0x0109,acr board temperature 1,table only,FALSE,TRUE,FALSE,no dependency,,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,technician
Railblazer,0x0109,acr board temperature 1,table only,FALSE,TRUE,FALSE,no dependency,technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,
Navigator,0x010a,acr board temperature 2,table only,FALSE,TRUE,FALSE,no dependency,,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,technician
Railblazer,0x010a,acr board temperature 2,table only,FALSE,TRUE,FALSE,no dependency,technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,
AMT,0x010a,acr board temperature 2,table only,FALSE,TRUE,FALSE,no dependency,technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,
Railblazer,0x010c,acr generator ll ac rms voltage,table only,FALSE,TRUE,FALSE,no dependency,technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,
AMT,0x010c,acr generator ll ac rms voltage,table only,FALSE,TRUE,FALSE,no dependency,technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,
Navigator,0x010c,acr generator ll ac rms voltage,table only,FALSE,TRUE,FALSE,no dependency,,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,technician
AMT,0x010d,acr generator ln ac rms voltage,table only,FALSE,TRUE,FALSE,no dependency,technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,
Railblazer,0x010d,acr generator ln ac rms voltage,table only,FALSE,TRUE,FALSE,no dependency,technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,
Navigator,0x010d,acr generator ln ac rms voltage,table only,FALSE,TRUE,FALSE,no dependency,,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,technician
AMT,0x010f,acr generator ac rms current,table only,FALSE,TRUE,FALSE,no dependency,technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,
Navigator,0x010f,acr generator ac rms current,table only,FALSE,TRUE,FALSE,no dependency,,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,technician
Railblazer,0x010f,acr generator ac rms current,table only,FALSE,TRUE,FALSE,no dependency,technician,,"264, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,log when applicable alarm code is set,,
Navigator,0x0116,dcdc 48v voltage,table and graph,TRUE,FALSE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,graphing either acrdcvolt or dcdc48vmsrv will give the same (or very similar) voltage measurement.,technician
Railblazer,0x0116,dcdc 48v voltage,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,graphing either acrdcvolt or dcdc48vmsrv will give the same (or very similar) voltage measurement.,
AMT,0x0116,dcdc 48v voltage,table and graph,TRUE,FALSE,FALSE,no dependency,technician,voltage (v),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",FALSE,FALSE,FALSE,,graphing either acrdcvolt or dcdc48vmsrv will give the same (or very similar) voltage measurement.,
Railblazer,0x0117,dcdc 48v current,table only,FALSE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,active rectifier current is the total dc bus current. dcdc current is only that consumed by the dcdc. eng. team do not require timed logging of dcdc48vmsri. event log only when applicable alarm code is set.,,
Navigator,0x0117,dcdc 48v current,table only,FALSE,TRUE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,active rectifier current is the total dc bus current. dcdc current is only that consumed by the dcdc. eng. team do not require timed logging of dcdc48vmsri. event log only when applicable alarm code is set.,,technician
AMT,0x0117,dcdc 48v current,table only,FALSE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",FALSE,FALSE,FALSE,,active rectifier current is the total dc bus current. dcdc current is only that consumed by the dcdc. eng. team do not require timed logging of dcdc48vmsri.,
Railblazer,0x0118,dcdc 12v voltage,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,
Navigator,0x0118,dcdc 12v voltage,table and graph,TRUE,FALSE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,technician
AMT,0x0118,dcdc 12v voltage,table and graph,TRUE,FALSE,FALSE,no dependency,technician,voltage (v),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",FALSE,FALSE,FALSE,,,
AMT,0x0119,dcdc 12v current,table and graph,TRUE,FALSE,FALSE,no dependency,technician,currents (a),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",FALSE,FALSE,FALSE,,,
Navigator,0x0119,dcdc 12v current,table and graph,TRUE,FALSE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,technician
Railblazer,0x0119,dcdc 12v current,table and graph,TRUE,FALSE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,,,
Navigator,0x0120,battery temperature,table only,FALSE,TRUE,FALSE,no dependency,,,"61, 159, 265",TRUE,FALSE,FALSE,log when applicable alarm code is set or log whenever batterystate (0xa054) changes.,,technician
AMT,0x0120,battery temperature,table only,FALSE,TRUE,FALSE,no dependency,technician,,"17, 20, 61, 159, 265, 522",FALSE,FALSE,TRUE,event log whenever batterystate<0xa054> changes.,,
Railblazer,0x0120,battery temperature,table only,FALSE,TRUE,FALSE,no dependency,technician,,"763, 61, 159, 265, 522",TRUE,FALSE,FALSE,log when applicable alarm code is set or whenever batterystate<0xa054> changes.,"p.carr 21st july 23 - removing alarms 17 and 20 from event log list, and replacing with alarm 763.",
AMT,0x0121,dcdc operation state,table only,FALSE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",TRUE,FALSE,FALSE,,,
Railblazer,0x0121,dcdc operation state,table only,FALSE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",FALSE,FALSE,FALSE,,"p.carr 21st july 23: since rb does not support alarm code 520, removed alarm code 520 from event log alarms list",
Navigator,0x012d,engine rpm,table and graph,TRUE,FALSE,FALSE,engine = mechanical,,,"7, 33, 48",FALSE,FALSE,FALSE,,,technician
DEET,0x012f,system operating mode,table only,TRUE,FALSE,FALSE,no dependency,user,,217:24; 13:26; 13:32;,FALSE,FALSE,FALSE,,,
Navigator,0x012f,system operating mode,table only,TRUE,FALSE,FALSE,no dependency,,,"21, 22, 23, 24, 26, 32",FALSE,FALSE,FALSE,,,user
Railblazer,0x012f,system operating mode,table only,TRUE,FALSE,FALSE,no dependency,user,,"21, 22, 23, 24, 26, 32",FALSE,FALSE,FALSE,,,
AMT,0x0130,system control constraint state,table only,TRUE,FALSE,FALSE,no dependency,technician,,"21, 22, 23, 24, 26, 32",FALSE,FALSE,FALSE,,,
Railblazer,0x0130,system control constraint state,table only,TRUE,FALSE,FALSE,no dependency,engineering,,"21, 22, 23, 24, 26, 32",FALSE,FALSE,FALSE,log enumeration only - not descriptor,,
Navigator,0x0130,system control constraint state,table only,TRUE,FALSE,FALSE,no dependency,,,"21, 22, 23, 24, 26, 32",FALSE,FALSE,FALSE,log enumeration only - not descriptor,,engineering
Navigator,0x0131,defrost controlling sensor,table only,FALSE,TRUE,FALSE,no dependency,,,,TRUE,FALSE,FALSE,event log whenever state changes,,technician
AMT,0x0131,defrost controlling sensor - zone 1,table only,FALSE,TRUE,FALSE,no dependency,technician,,,TRUE,FALSE,FALSE,,,
Railblazer,0x0131,defrost controlling sensor,table only,FALSE,TRUE,FALSE,no dependency,technician,,,TRUE,FALSE,FALSE,event log whenever state changes,,
AMT,0x0132,defrost termination method - zone 1,table only,FALSE,TRUE,FALSE,no dependency,technician,,,FALSE,FALSE,FALSE,event log after defrost completion (defrost complete when defrostfraction<0x0154> = 1 ),,
Navigator,0x0132,defrost termination method,table only,FALSE,TRUE,FALSE,no dependency,,,,FALSE,FALSE,FALSE,event log after defrost termination,,technician
Railblazer,0x0132,defrost termination method,table only,FALSE,TRUE,FALSE,no dependency,technician,,,FALSE,FALSE,FALSE,event log after defrost termination,,
AMT,0x0133,engine run hours,table only,FALSE,TRUE,FALSE,engine = eco gov,technician,,"64, 128, 129",FALSE,FALSE,TRUE,,"service team desire to also power hours at log up, but no more than once per day - future request

p.carr 4th jan 24 - adding dependency to ensure parameter is not logged for elena mt unit models",
Railblazer,0x0133,engine run hours,table only,FALSE,TRUE,FALSE,no dependency,technician,,"64, 128, 129",FALSE,FALSE,TRUE,event log conditions: log each day at 12:05 (midday) if control system is on.,"service team desire to also power hours at log up, but no more than once per day - future request",
DEET,0x0133,engine run hours,table only,FALSE,TRUE,FALSE,no dependency,technician,,26:64; 26:128; 26:129,FALSE,FALSE,TRUE,event log conditions: log each day at 12:05 (midday) if control system is on.,"service team desire to also power hours at log up, but no more than once per day - future request",
Navigator,0x0133,engine run hours,table only,FALSE,TRUE,FALSE,engine type = eco or mechanical,,,"64, 128, 129",FALSE,FALSE,TRUE,event log conditions: log each day at 12:05 (midday) if control system is on.,"service team desire to also power hours at log up, but no more than once per day - future request

db - 16th jan2023 - updated dependancy column from ""no dependancy"" to ""engine type = eco or mechanical"" for pl3 & elena",technician
Railblazer,0x0134,motor run hours,table only,FALSE,TRUE,FALSE,no dependency,technician,,"64, 130, 131",FALSE,FALSE,TRUE,event log conditions: log each day at 12:05 (midday) if control system is on.,"service team desire to also power hours at log up, but no more than once per day - future request",
Navigator,0x0134,motor run hours,table only,FALSE,TRUE,FALSE,no dependency,,,"64, 130, 131",FALSE,FALSE,TRUE,event log conditions: log each day at 12:05 (midday) if control system is on.,"service team desire to also power hours at log up, but no more than once per day - future request",technician
AMT,0x0134,motor run hours,table only,FALSE,TRUE,FALSE,no dependency,technician,,"64, 130, 131",no,FALSE,TRUE,,"service team desire to also power hours at log up, but no more than once per day - future request",
Railblazer,0x0135,total run hours,table only,FALSE,TRUE,FALSE,no dependency,technician,,"64, 132, 133",FALSE,FALSE,TRUE,event log conditions: log each day at 12:05 (midday) if control system is on.,"service team desire to also power hours at log up, but no more than once per day - future request",
Navigator,0x0135,total run hours,table only,FALSE,TRUE,FALSE,no dependency,,,"64, 132, 133",FALSE,FALSE,TRUE,event log conditions: log each day at 12:05 (midday) if control system is on.,"service team desire to also power hours at log up, but no more than once per day - future request",technician
AMT,0x0135,total run hours,table only,FALSE,TRUE,FALSE,no dependency,technician,,"64, 132, 133",FALSE,FALSE,TRUE,,"service team desire to also power hours at log up, but no more than once per day - future request",
DEET,0x0135,total run hours (total compressor run hours - for deet),table only,FALSE,TRUE,FALSE,no dependency,technician,,26:64; 26:132; 26:133,FALSE,FALSE,TRUE,event log conditions: log each day at 12:05 (midday) if control system is on.,"service team desire to also power hours at log up, but no more than once per day - future request

note:  on deet, this refers to total compressor run hours",
Railblazer,0x0155,control mode,table only,FALSE,TRUE,FALSE,no dependency,technician,,,FALSE,FALSE,FALSE,,,
AMT,0x0155,control mode,table only,FALSE,TRUE,FALSE,no dependency,technician,,,TRUE,FALSE,FALSE,,,
AMT,0x016f,calculated power,table only,TRUE,FALSE,FALSE,no dependency,technician,,,FALSE,FALSE,FALSE,,,
Navigator,0x016f,calculated power,table only,TRUE,FALSE,FALSE,no dependency,,,,FALSE,FALSE,FALSE,,,engineering
Railblazer,0x016f,calculated power,table only,TRUE,FALSE,FALSE,no dependency,engineering,,,FALSE,FALSE,FALSE,,,
DEET,0x0176,temperature control mode,table only,TRUE,FALSE,FALSE,no dependency,technician,,217:24; 13:26; 13:32;,FALSE,FALSE,FALSE,,,
Navigator,0x0176,temperature control mode,table only,TRUE,FALSE,FALSE,no dependency,,,"21, 22, 23, 24, 26, 32",FALSE,FALSE,FALSE,,,technician
Nebula-Galaxy,0x0177,hmi mode selection,table only,FALSE,TRUE,FALSE,no dependency,technician,,,FALSE,FALSE,FALSE,,,
Railblazer,0x017b,dcdc operation command,table only,FALSE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,
AMT,0x017b,dcdc operation command,table only,FALSE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 520, 526, 555",TRUE,FALSE,FALSE,,,
Navigator,0x017b,dcdc operation command,table only,FALSE,TRUE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,technician
Railblazer,0x017d,engine operating state,table only,FALSE,TRUE,FALSE,no dependency,engineering,,"763, 63",TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,"p.carr 21st july 23 - removing alarms 17 and 20 from event log list, and replacing with alarm 763.",
Navigator,0x017d,engine operating state,table only,FALSE,TRUE,FALSE,no dependency,,,"17, 20, 63",TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,engineering
AMT,0x017d,engine state,table only,FALSE,TRUE,FALSE,engine = eco gov,technician,,"17, 20, 63",TRUE,FALSE,FALSE,,p.carr 4th jan 24 - adding dependency to ensure parameter is not logged for elena mt unit models,
Railblazer,0x017e,electric motor state,table only,FALSE,TRUE,FALSE,no dependency,engineering,,"36, 90, 266",TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,
AMT,0x017e,electric motor state,table only,FALSE,TRUE,FALSE,no dependency,technician,,"36, 90, 266",TRUE,FALSE,FALSE,,,
Navigator,0x017e,electric motor state,table only,FALSE,TRUE,FALSE,no dependency,,,"36, 90, 266",TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,engineering
Navigator,0x017f,drive operating state,table only,FALSE,TRUE,FALSE,no dependency,,,"17, 20, 63",TRUE,FALSE,FALSE,"log enumeration only - not descriptor , event log whenever state changes or applicable alarm code is set.",,engineering
DEET,0x017f,drive operating state,table only,FALSE,TRUE,FALSE,no dependency,engineering,,102:63,TRUE,FALSE,FALSE,"log enumeration only - not descriptor , event log whenever state changes or applicable alarm code is set.",,
Railblazer,0x017f,drive operating state,table only,FALSE,TRUE,FALSE,no dependency,engineering,,"763, 63",TRUE,FALSE,FALSE,"log enumeration only - not descriptor , event log whenever state changes or applicable alarm code is set.","p.carr 21st july 23 - removing alarms 17 and 20 from event log list, and replacing with alarm 763.",
AMT,0x017f,drive state,table only,FALSE,TRUE,FALSE,no dependency,technician,,"17, 20, 36, 63, 90, 266",TRUE,FALSE,FALSE,,,
AMT,0x0180,drive selection,table only,TRUE,TRUE,FALSE,no dependency,user,,66,TRUE,FALSE,FALSE,,,
Railblazer,0x0180,drive selection,table only,TRUE,TRUE,FALSE,no dependency,user,,66,TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,
Navigator,0x0180,drive selection,table only,TRUE,TRUE,FALSE,no dependency,,,66,TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,user
Navigator,0x0181,speed request,graph (stepped) and table (continuous columns),TRUE,FALSE,FALSE,no dependency,,,33,FALSE,FALSE,FALSE,,,technician
DEET,0x0182,fuel level (bluebox),table only,TRUE,FALSE,FALSE,fuel level sensor type = solid state or float,technician,,24:44; 24:96; 24:98,FALSE,FALSE,FALSE,"log to nearest 0.1% increment if possible, if not then nearest 1% increment",bluebox to mac fuel level,
Navigator,0x0182,fuel level (bluebox),table only,TRUE,FALSE,FALSE,fuel level sensor type = solid state or float,,,"44, 96, 98",FALSE,FALSE,FALSE,"log to nearest 0.1% increment if possible, if not then nearest 1% increment",bluebox to mac fuel level,technician
Railblazer,0x0182,fuel level (tkv5),table only,TRUE,FALSE,FALSE,fuel level sensor type = solid state or float,technician,,"44, 96, 98",FALSE,FALSE,FALSE,"log to nearest 0.1% increment if possible, if not then nearest 1% increment",bluebox to mac fuel level,
AMT,0x0182,fuel level,table only,TRUE,FALSE,FALSE,"fuellvlsensconfig<0xf89b> is not ""none<0>""",technician,,"44, 96, 98, 63",FALSE,FALSE,FALSE,"log to nearest 0.1% increment if possible, if not then nearest 1% increment",bluebox to mac fuel level,
Nebula-Galaxy,0x0183,door status,table only,FALSE,TRUE,FALSE,doorswitchconfigured<0xf89c> = enable<1>,user,,108,TRUE,FALSE,FALSE,event log: log door status at start sequence and thereafter whenever door status changes,,
AMT,0x0183,door status - zone 1,table only,FALSE,TRUE,FALSE,doorswitchconfigured<0xf89c> = enable<1>,user,,108,TRUE,TRUE,FALSE,,,
Navigator,0x0183,door 1,table only,FALSE,TRUE,FALSE,{ spn: drswc - compartment door switch} configuration = enabled,,,108,TRUE,FALSE,FALSE,event log: log door status at start sequence and thereafter whenever door status changes,,user
Nebula-Galaxy,0x0183,door status zone 1,table only,FALSE,TRUE,FALSE,doorswitchconfigured<0xf89c> = enable<1>,user,,108,TRUE,FALSE,FALSE,event log: log door status at start sequence and thereafter whenever door status changes,,
Railblazer,0x0183,door 1,table only,FALSE,TRUE,FALSE,{ spn: drswc - compartment door switch} configuration = enabled,user,,108,TRUE,FALSE,FALSE,event log: log door status at start sequence and thereafter whenever door status changes,,
Nebula-Galaxy,0x0184,door status zone 2,table only,FALSE,TRUE,FALSE,doorswitchconfigured<0xfa35> = enable<1>,user,,108,TRUE,FALSE,FALSE,event log: log door status at start sequence and thereafter whenever door status changes,,
AMT,0x0184,door status - zone 2,table only,FALSE,TRUE,FALSE,doorswitchconfiguredz2<0xfa35> = enable<1>,user,,108,TRUE,TRUE,FALSE,,,
AMT,0x0185,door status - zone 3,table only,FALSE,TRUE,FALSE,doorswitchconfiguredz3<0xfb83> = enable<1>,user,,108,TRUE,TRUE,FALSE,,,
DEET,0x0185,door 3,table only,FALSE,TRUE,FALSE,no dependency,user,,0.908333333,TRUE,FALSE,FALSE,event log: log door status at start sequence and thereafter whenever door status changes,,
"DEET, Railblazer",0x0186,unit serial number,table only,FALSE,TRUE,FALSE,no dependency,technician,,,TRUE,FALSE,FALSE,event log whenever unit serial number changes,,
Navigator,0x0186,unit serial number,table only,FALSE,TRUE,FALSE,no dependency,,,,TRUE,FALSE,FALSE,event log whenever unit serial number changes,,technician
Nebula-Galaxy,0x0186,unit serial number,header,FALSE,TRUE,TRUE,no dependency,technician,,,FALSE,FALSE,FALSE,,,
AMT,0x018a,dcdc ac firmware pn first,table only,FALSE,TRUE,FALSE,no dependency,technician,,111,FALSE,FALSE,FALSE,,,
AMT,0x018b,dcdc ac firmware pn last,table only,FALSE,TRUE,FALSE,no dependency,technician,,111,FALSE,FALSE,FALSE,,,
AMT,0x0192,battery operating state,table only,FALSE,TRUE,FALSE,no dependency,technician,,"61, 159",TRUE,FALSE,FALSE,,,
Railblazer,0x0192,battery operating state,table only,FALSE,TRUE,FALSE,no dependency,engineering,,"61, 159",TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,
Navigator,0x0192,battery operating state,table only,FALSE,TRUE,FALSE,no dependency,,,"61, 159",TRUE,FALSE,FALSE,event log whenever state changes or applicable alarm code is set.,,engineering
AMT,0x0196,condenser left fan feedback,table and graph,TRUE,FALSE,FALSE,no dependency,technician,frequencies (rpm),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",FALSE,FALSE,FALSE,,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",
Navigator,0x0196,condenser fan 2 (left),table and graph,TRUE,TRUE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,event log only when applicable alarm code is set,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",technician
Railblazer,0x0196,condenser left fan feedback,table and graph,TRUE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,event log only when applicable alarm code is set,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",
Navigator,0x0197,condenser fan 1 (right),table and graph,TRUE,TRUE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,event log only when applicable alarm code is set,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",technician
Railblazer,0x0197,condenser right fan feedback,table and graph,TRUE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,event log only when applicable alarm code is set,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",
AMT,0x0197,condenser right fan feedback,table and graph,TRUE,FALSE,FALSE,no dependency,technician,frequencies (rpm),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",FALSE,FALSE,FALSE,,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",
Navigator,0x0198,evaporator fan 2 (left),table and graph,TRUE,TRUE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,event log only when applicable alarm code is set,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",technician
AMT,0x0198,evaporator left fan feedback - zone 1,table and graph,TRUE,FALSE,FALSE,no dependency,technician,frequencies (rpm),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",FALSE,FALSE,FALSE,,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",
Railblazer,0x0198,evaporator fan 2 (left),table and graph,TRUE,TRUE,FALSE,no dependency,technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,event log only when applicable alarm code is set,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",
Navigator,0x0199,evaporator fan 1 (right),table and graph,TRUE,TRUE,FALSE,no dependency,,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",FALSE,FALSE,FALSE,event log only when applicable alarm code is set,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",technician
AMT,0x0199,evaporator right fan feedback - zone 1,table and graph,TRUE,FALSE,FALSE,no dependency,technician,frequencies (rpm),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",FALSE,FALSE,FALSE,,"pc 13th nov 20: changed ""st name"" to correct nomenclature as requested by field team. system requirement #298, fracas tbc",
